PAC4GC_38658443	EB27023.1	mrna-11262	g6656.t1	mrna-7713	mrna-754
PAC4GC_38682690	EB03285.1	mrna-6276	g93864.t1	mrna-7797	mrna-10233
PAC4GC_38682685	EB03291.1	mrna-6223	g93964.t1	mrna-7771	mrna-10246
PAC4GC_38683393	EB04065.1	mrna-6224	g93963.t1	mrna-7772	mrna-10247
PAC4GC_38683535	EB03579.1	mrna-6225	g93958.t1	mrna-7773	mrna-10245
PAC4GC_38681744	EB03788.1	mrna-6226	g93955.t1	mrna-7775	mrna-10244
PAC4GC_38681967	EB04005.1	mrna-6227	g93954.t1	mrna-7778	mrna-10243
PAC4GC_38683844	EB03879.1	mrna-6228	g93953.t1	mrna-7779	mrna-10242
PAC4GC_38682422	EB04049.1	mrna-6278	g93952.t1	mrna-7780	mrna-10241
PAC4GC_38684066	EB03996.1	mrna-6279	g93950.t1	mrna-7781	mrna-10240
PAC4GC_38682666	EB03540.1	mrna-6229	g93868.t1	mrna-7794	mrna-10230
PAC4GC_38684226	EB03439.1	mrna-6230	g93872.t1	mrna-7793	mrna-10229
PAC4GC_38681697	EB03671.1	mrna-6231	g93874.t1	mrna-7792	mrna-10228
PAC4GC_38683804	EB03256.1	mrna-6232	g93866.t1	mrna-7795	mrna-10231
PAC4GC_38683624	EB03591.1	mrna-6281	g93865.t1	mrna-7796	mrna-10232
PAC4GC_38681589	EB03369.2	mrna-6238	g93875.t1	mrna-7791	mrna-10227
PAC4GC_38682670	EB03563.1	mrna-6236	g93883.t1	mrna-7790	mrna-10224
PAC4GC_38682671	EB03365.1	mrna-6235	g93899.t1	mrna-7789	mrna-10223
PAC4GC_38682710	EB03979.1	mrna-6234	g93900.t1	mrna-7788	mrna-10222
PAC4GC_38684199	EB03356.1	mrna-6056	g94243.t1	mrna-6041	mrna-10136
PAC4GC_38683843	EB03968.1	mrna-6178	g94193.t1	mrna-16698	mrna-10249
PAC4GC_38683970	EB04068.1	mrna-6179	g94194.t1	mrna-17385	mrna-10248
PAC4GC_38683724	EB03981.1	mrna-6180	g94195.t1	mrna-17386	mrna-12321
PAC4GC_38681962	EB03726.1	mrna-6164	g94206.t1	mrna-17390	mrna-10201
PAC4GC_38683388	EB03714.1	mrna-6205	g94209.t1	mrna-10362	mrna-10203
PAC4GC_38681935	EB03354.1	mrna-6204	g94217.t1	mrna-10360	mrna-10205
PAC4GC_38683818	EB03708.1	mrna-6203	g94002.t1	mrna-17908	mrna-10206
PAC4GC_38682643	EB03969.1	mrna-6082	g95237.t1	mrna-9449	mrna-10176
PAC4GC_38682089	EB03395.2	mrna-6079	g95204.t1	mrna-2698	mrna-10159
PAC4GC_38683146	EB03758.1	mrna-6077	g95201.t1	mrna-2700	mrna-10160
PAC4GC_38682016	EB03727.1	mrna-6131	g95396.t1	mrna-9450	mrna-10177
PAC4GC_38683619	EB03399.1	mrna-6130	g95388.t1	mrna-9451	mrna-10178
PAC4GC_38682134	EB03615.1	mrna-6129	g95363.t1	transcript-22384	mrna-10179
PAC4GC_38682190	EB03944.2	mrna-6127	g95321.t1	mrna-9453	mrna-10181
PAC4GC_38684224	EB03471.1	mrna-6139	g95258.t1	mrna-9465	mrna-10194
PAC4GC_38683460	EB03456.1	mrna-6138	g95259.t1	mrna-9466	mrna-10195
PAC4GC_38684319	EB03454.1	mrna-6084	g95263.t1	mrna-9468	mrna-10197
PAC4GC_38681740	EB03858.1	mrna-6086	g95266.t1	mrna-9470	mrna-10032
PAC4GC_38684007	EB03368.1	mrna-6090	g95279.t1	mrna-9474	mrna-10028
PAC4GC_38682350	EB03444.1	mrna-6091	g95295.t1	mrna-9475	mrna-10027
PAC4GC_38683594	EB03602.1	mrna-6092	g95302.t1	mrna-9476	mrna-10025
PAC4GC_38682393	EB04017.1	mrna-6094	g95304.t1	mrna-9478	mrna-10023
PAC4GC_38683288	EB03358.1	mrna-6096	g95307.t1	mrna-9480	mrna-10021
PAC4GC_38684215	EB03707.1	mrna-6099	g95242.t1	mrna-9483	mrna-10018
PAC4GC_38682824	EB03694.1	mrna-6103	g94660.t1	mrna-9486	mrna-10015
PAC4GC_38684132	EB03522.8	mrna-6107	g94649.t1	mrna-3680	mrna-10012
PAC4GC_38683050	EB03245.1	mrna-6109	g94646.t1	mrna-3678	mrna-10010
PAC4GC_38683637	EB03741.1	mrna-6114	g94624.t1	mrna-3673	mrna-10004
PAC4GC_38682205	EB03690.1	mrna-6116	g94622.t1	mrna-3670	mrna-10002
PAC4GC_38683233	EB03846.1	mrna-6117	g94621.t1	mrna-3669	mrna-10001
PAC4GC_38682031	EB03618.1	mrna-6121	g94597.t1	mrna-3664	mrna-9997
PAC4GC_38684117	EB03445.1	mrna-6122	g94596.t1	mrna-3663	mrna-9996
PAC4GC_38683742	EB03411.1	mrna-6124	g94580.t1	mrna-3659	mrna-9993
PAC4GC_38683686	EB03431.1	mrna-6125	g94576.t2	mrna-3658	mrna-9992
PAC4GC_38681804	EB03263.1	mrna-6126	g94548.t1	transcript-14889	transcript-5845
PAC4GC_38683712	EB03933.1	mrna-6287	g94544.t1	mrna-5993	mrna-9989
PAC4GC_38683959	EB03377.1	mrna-6288	g94520.t2	mrna-5994	mrna-9988
PAC4GC_38684280	EB04026.1	mrna-6293	g94519.t1	mrna-5995	mrna-9987
PAC4GC_38683014	EB04031.1	mrna-6294	g94506.t1	mrna-6002	mrna-9983
PAC4GC_38682504	EB03382.1	mrna-6329	g94504.t1	mrna-6005	mrna-9980
PAC4GC_38682241	EB03383.1	mrna-6327	g94502.t1	mrna-6007	mrna-9978
PAC4GC_38682787	EB03683.1	mrna-6326	g94501.t1	mrna-6008	mrna-9977
PAC4GC_38683670	EB03739.1	mrna-6318	g94455.t1	mrna-6018	mrna-9968
PAC4GC_38682462	EB03267.1	mrna-6317	g94452.t1	mrna-6019	mrna-9967
PAC4GC_38681692	EB24709.1	mrna-7958	g100419.t1	mrna-9829	mrna-13224
PAC4GC_38682059	EB24901.1	mrna-7961	g100435.t1	mrna-9825	mrna-13210
PAC4GC_38682700	EB24370.2	mrna-7962	g100437.t1	mrna-9824	mrna-13135
PAC4GC_38683618	EB24509.1	mrna-7964	g100439.t1	mrna-9821	mrna-13134
PAC4GC_38683626	EB24959.1	mrna-8080	g100386.t1	mrna-17499	mrna-13233
PAC4GC_38683743	EB25541.2	mrna-8079	g100381.t1	mrna-17765	mrna-13234
PAC4GC_38681584	EB25005.2	mrna-8078	g100380.t1	mrna-17766	mrna-13235
PAC4GC_38684251	EB03265.1	mrna-6298	g118152.t1	mrna-6062	mrna-10122
PAC4GC_38684177	EB03712.1	mrna-6299	g94327.t1	mrna-6063	mrna-10121
PAC4GC_38682757	EB03923.1	mrna-6069	g94340.t1	mrna-6060	mrna-10124
PAC4GC_38682517	EB03479.2	mrna-6068	g94307.t1	mrna-6059	mrna-10125
PAC4GC_38683346	EB03562.1	mrna-6060	g94273.t1	mrna-6046	mrna-10132
PAC4GC_38684295	EB03747.12	mrna-6059	g94272.t1	mrna-6045	mrna-10133
PAC4GC_38683988	EB03372.1	mrna-6177	g94175.t1	mrna-17622	mrna-10274
PAC4GC_38682628	EB03994.1	mrna-6176	g94174.t1	mrna-17623	mrna-10273
PAC4GC_38682581	EB03508.1	mrna-6175	g94173.t1	transcript-43483	mrna-10272
PAC4GC_38682650	EB03582.1	mrna-6174	g94172.t1	mrna-17624	mrna-10271
PAC4GC_38684303	EB03623.1	mrna-6189	g94151.t1	mrna-6247	mrna-10267
PAC4GC_38681907	EB03936.1	mrna-6198	g94150.t1	mrna-6246	mrna-10266
PAC4GC_38681836	EB03247.1	mrna-6197	g94149.t1	mrna-6245	mrna-10265
PAC4GC_38681688	EB03722.1	mrna-6196	g94147.t1	mrna-6244	mrna-10264
PAC4GC_38682946	EB03990.1	mrna-6195	g94144.t1	mrna-6243	mrna-10263
PAC4GC_38683579	EB03392.1	mrna-6194	g94142.t1	mrna-6241	mrna-10262
PAC4GC_38683489	EB03246.1	mrna-6193	g94141.t1	mrna-6240	mrna-10258
PAC4GC_38681810	EB03476.1	mrna-6183	g93841.t1	mrna-6216	mrna-10216
PAC4GC_38682848	EB03770.1	mrna-6161	g93836.t1	mrna-6212	mrna-10212
PAC4GC_38684247	EB03488.2	mrna-6159	g93834.t1	mrna-6210	mrna-10210
PAC4GC_38683326	EB03913.1	mrna-6158	g93833.t1	mrna-6209	mrna-10209
PAC4GC_38682955	EB03860.1	mrna-6135	g94947.t1	mrna-2733	mrna-9947
PAC4GC_38683800	EB03754.1	mrna-6133	g94935.t1	mrna-2735	mrna-9945
PAC4GC_38682322	EB04048.1	mrna-6247	g95101.t1	mrna-2723	mrna-10146
PAC4GC_38681601	EB03605.3	mrna-6243	g95102.t1	mrna-2721	mrna-10144
PAC4GC_38682433	EB04045.1	mrna-6144	g95120.t1	mrna-2717	mrna-10154
PAC4GC_38682556	EB03309.1	mrna-6145	g95158.t1	transcript-6631	transcript-5896
PAC4GC_38683463	EB03332.4	mrna-6146	g95162.t1	mrna-2716	mrna-10155
PAC4GC_38682065	EB03667.1	mrna-6149	g95175.t1	mrna-2712	mrna-10174
PAC4GC_38682562	EB03385.1	mrna-6150	g95182.t1	mrna-2711	mrna-10173
PAC4GC_38683506	EB03855.1	mrna-6151	g95183.t1	mrna-2709	mrna-10172
PAC4GC_38682941	EB03645.1	mrna-6152	g95185.t1	mrna-2708	mrna-10171
PAC4GC_38682512	EB03586.3	mrna-6153	g95187.t1	mrna-2707	mrna-10170
PAC4GC_38683680	EB03629.1	mrna-6154	g95190.t1	mrna-2706	mrna-10169
PAC4GC_38681823	EB04016.1	mrna-6132	g94854.t1	mrna-15484	mrna-9942
PAC4GC_38683731	EB03875.1	mrna-6335	g95046.t1	mrna-2726	mrna-9953
PAC4GC_38636931	EB08546.1	mrna-7805	g90732.t1	mrna-2138	mrna-12254
PAC4GC_38635161	EB09049.1	mrna-7802	g90897.t1	mrna-17451	mrna-12297
PAC4GC_38634728	EB08723.2	mrna-7801	g90912.t1	mrna-12224	mrna-12299
PAC4GC_38636981	EB08406.1	mrna-7800	g90935.t1	mrna-12225	mrna-12300
PAC4GC_38636975	EB09010.1	mrna-7798	g90959.t1	transcript-29328	transcript-7417
PAC4GC_38636489	EB51486.1	mrna-7797	g90963.t1	mrna-12230	mrna-12302
PAC4GC_38636745	EB08901.1	mrna-7788	g91279.t1	mrna-12233	mrna-12145
PAC4GC_38634721	EB08860.1	mrna-7766	g89757.t2	mrna-14287	mrna-12276
PAC4GC_38635657	EB08477.1	mrna-7765	g89689.t1	mrna-14288	mrna-12277
PAC4GC_38637107	EB08836.1	mrna-7763	g89668.t1	mrna-14290	mrna-12279
PAC4GC_38637097	EB08694.1	mrna-7861	g89666.t1	mrna-14291	mrna-12280
PAC4GC_38635225	EB08896.1	transcript-3901	g89650.t1	transcript-34843	transcript-7374
PAC4GC_38636490	EB08576.2	mrna-7920	g89953.t1	mrna-7621	mrna-12284
PAC4GC_38635080	EB08479.1	mrna-7868	g89598.t1	mrna-9065	mrna-12290
PAC4GC_38634481	EB08795.1	mrna-7867	g89597.t1	mrna-5012	mrna-12291
PAC4GC_38635611	EB08625.2	mrna-7858	g89577.t1	mrna-8054	mrna-12296
PAC4GC_38635782	EB08577.1	mrna-7916	g90327.t1	mrna-6755	mrna-12221
PAC4GC_38636239	EB08993.1	mrna-7873	g90287.t1	mrna-6758	mrna-12237
PAC4GC_38636631	EB08933.1	mrna-7847	g90016.t1	mrna-8039	mrna-12242
PAC4GC_38634754	EB08970.1	mrna-7845	g90040.t1	mrna-8037	mrna-12240
PAC4GC_38634841	EB08478.1	mrna-7844	g90048.t1	mrna-8036	mrna-12225
PAC4GC_38635499	EB08769.1	mrna-7843	g90049.t1	mrna-8035	mrna-12226
PAC4GC_38635108	EB08957.1	mrna-7912	g90059.t1	mrna-8032	mrna-12228
PAC4GC_38635404	EB08751.1	mrna-7881	g90169.t1	mrna-8031	mrna-12230
PAC4GC_38635495	EB08794.1	mrna-7882	g90167.t1	transcript-19570	mrna-12229
PAC4GC_38636172	EB08509.1	mrna-7851	g89604.t1	mrna-8046	mrna-12246
PAC4GC_38635564	EB08460.1	mrna-7856	g89567.t1	mrna-8052	mrna-12223
PAC4GC_38634454	EB08543.1	mrna-7857	g89568.t1	mrna-8053	mrna-12222
PAC4GC_38634559	EB09007.1	mrna-7807	g90340.t1	mrna-6751	mrna-12218
PAC4GC_38634933	EB08582.2	mrna-7808	g90372.t1	mrna-6749	mrna-12217
PAC4GC_38634749	EB09013.2	mrna-7811	g90377.t1	mrna-6748	mrna-12216
PAC4GC_38634626	EB08958.7	mrna-7810	g90387.t1	mrna-6747	mrna-12215
PAC4GC_38634668	EB08790.3	mrna-7812	g90389.t1	mrna-6744	mrna-12213
PAC4GC_38634705	EB08839.1	mrna-7813	g90391.t1	mrna-6743	mrna-12212
PAC4GC_38635868	EB08504.1	mrna-7814	g90401.t1	mrna-6742	mrna-12211
PAC4GC_38636386	EB08735.1	mrna-7815	g90428.t1	mrna-6739	mrna-12210
PAC4GC_38635639	EB08915.1	mrna-7816	g90446.t1	mrna-6736	mrna-12208
PAC4GC_38636480	EB08752.1	mrna-7819	g90451.t1	mrna-6734	mrna-12206
PAC4GC_38636342	EB08819.1	mrna-7756	g90454.t1	mrna-6733	mrna-12205
PAC4GC_38636924	EB08414.1	mrna-7820	g90455.t1	mrna-6732	mrna-12203
PAC4GC_38636013	EB11702.1	mrna-13086	g26322.t1	mrna-17060	mrna-4188
PAC4GC_38636517	EB11368.5	mrna-13084	g26314.t1	mrna-17059	mrna-4189
PAC4GC_38636818	EB08976.1	mrna-7890	g90107.t1	mrna-8072	mrna-12139
PAC4GC_38636369	EB08975.1	mrna-7894	g90099.t1	mrna-8076	mrna-12143
PAC4GC_38636901	EB08762.1	mrna-7895	g90098.t1	mrna-8075	mrna-12262
PAC4GC_38635087	EB08448.2	mrna-7897	g90096.t1	mrna-8078	mrna-12264
PAC4GC_38636506	EB08884.1	mrna-7775	g120304.t1	mrna-8079	mrna-12265
PAC4GC_38635862	EB08987.1	mrna-7806	g90714.t1	mrna-2137	mrna-12252
PAC4GC_38634966	EB08514.1	mrna-7825	g90482.t1	mrna-15937	mrna-12199
PAC4GC_38634662	EB54000.1	mrna-7828	g90488.t1	mrna-15944	mrna-12196
PAC4GC_38637158	EB08428.1	mrna-7830	g90490.t1	mrna-15946	mrna-12194
PAC4GC_38637039	EB08969.1	mrna-7832	g90494.t1	mrna-15948	mrna-12191
PAC4GC_38635997	EB08405.1	mrna-7833	g90495.t1	mrna-15949	mrna-12192
PAC4GC_38634664	EB08984.1	mrna-7841	g90534.t1	mrna-15960	mrna-12182
PAC4GC_38636035	EB08557.1	mrna-7909	g90562.t1	mrna-15964	mrna-12180
PAC4GC_38636331	EB08424.1	mrna-7908	g90589.t1	mrna-2107	mrna-12178
PAC4GC_38636438	EB08654.1	mrna-7907	g90593.t1	mrna-2108	mrna-12176
PAC4GC_38634859	EB08849.1	mrna-7906	g90594.t1	mrna-2109	mrna-12175
PAC4GC_38636655	EB08935.2	mrna-7905	g90596.t1	mrna-2110	mrna-12174
PAC4GC_38636211	EB08911.1	mrna-7902	g90615.t1	mrna-2114	mrna-12171
PAC4GC_38634761	EB08824.1	mrna-7901	g90622.t1	mrna-2116	mrna-12169
PAC4GC_38635596	EB09044.1	mrna-7900	g90623.t1	transcript-5066	mrna-12168
PAC4GC_38636532	EB08691.1	mrna-7899	g90624.t1	mrna-2118	mrna-12167
PAC4GC_38635984	EB08508.1	mrna-7898	g90625.t1	mrna-2119	mrna-12166
PAC4GC_38634776	EB08997.5	mrna-7761	g90641.t1	mrna-2122	mrna-12164
PAC4GC_38636454	EB08820.1	mrna-7760	g90642.t1	mrna-2123	mrna-12163
PAC4GC_38635722	EB08891.1	mrna-7759	g90643.t1	mrna-2124	mrna-12162
PAC4GC_38636433	EB08955.3	mrna-7757	g90646.t1	mrna-2126	mrna-12160
PAC4GC_38635746	EB08506.1	mrna-7784	g90650.t1	mrna-2127	mrna-12159
PAC4GC_38635857	EB08573.1	mrna-7783	g90651.t1	mrna-2128	mrna-12158
PAC4GC_38634464	EB09036.1	mrna-7782	g90652.t1	mrna-2129	mrna-12157
PAC4GC_38635962	EB08928.1	mrna-7781	g90674.t1	mrna-2130	mrna-12156
PAC4GC_38635903	EB08471.1	mrna-7780	g90675.t1	mrna-2131	mrna-12155
PAC4GC_38634641	EB08887.1	mrna-7796	g90978.t1	mrna-1739	mrna-12152
PAC4GC_38636962	EB08850.1	mrna-7795	g90987.t1	mrna-1738	mrna-12151
PAC4GC_38634618	EB09039.1	mrna-7793	g118023.t1	mrna-12242	mrna-12150
PAC4GC_38577154	EB35811.1	mrna-11141	g102090.t1	mrna-263	mrna-11525
PAC4GC_38577823	EB35860.1	mrna-11142	g102084.t1	mrna-265	mrna-11523
PAC4GC_38577620	EB36018.1	mrna-11143	g102077.t1	mrna-268	mrna-11522
PAC4GC_38577082	EB35696.1	mrna-11098	g102075.t1	mrna-267	mrna-11521
PAC4GC_38578075	EB36065.1	mrna-11096	g102070.t1	transcript-547	mrna-11563
PAC4GC_38577220	EB36080.1	mrna-11139	g102175.t1	mrna-8997	mrna-11484
PAC4GC_38577754	EB35653.1	mrna-12662	g102457.t1	mrna-12411	mrna-11547
PAC4GC_38578102	EB36017.2	mrna-12661	g102458.t1	mrna-12410	mrna-11546
PAC4GC_38577687	EB35983.1	mrna-12660	g102460.t1	mrna-12409	mrna-11545
PAC4GC_38578808	EB35841.1	mrna-12702	g102488.t1	mrna-12404	mrna-11539
PAC4GC_38577081	EB55341.1	mrna-12636	g102493.t1	mrna-12403	mrna-11474
PAC4GC_38577129	EB55346.2	mrna-12635	g102494.t1	mrna-12402	mrna-11475
PAC4GC_38578831	EB55417.1	mrna-12630	g102499.t1	mrna-12401	mrna-11476
PAC4GC_38577210	EB35991.1	mrna-12632	g102516.t1	mrna-12400	mrna-11477
PAC4GC_38578468	EB35616.1	mrna-12631	g102519.t1	mrna-12399	mrna-11478
PAC4GC_38578237	EB35848.1	mrna-12633	g102520.t1	mrna-17740	mrna-11479
PAC4GC_38577646	EB36069.1	mrna-12629	g102530.t1	mrna-14940	mrna-11481
PAC4GC_38576964	EB36174.1	mrna-12624	g102556.t1	mrna-14001	mrna-11493
PAC4GC_38577926	EB35664.1	mrna-12621	g102570.t1	mrna-14004	mrna-11497
PAC4GC_38578514	EB35716.3	mrna-12619	g102579.t1	mrna-14006	mrna-11500
PAC4GC_38576701	EB35629.1	mrna-12618	g102592.t1	mrna-14007	mrna-11501
PAC4GC_38578442	EB35651.1	mrna-12616	g102606.t1	mrna-14009	mrna-11502
PAC4GC_38576911	EB35859.1	mrna-12615	g102609.t1	mrna-14010	mrna-11503
PAC4GC_38577501	EB35942.1	mrna-12614	g102614.t1	mrna-14011	mrna-11504
PAC4GC_38576920	EB36039.5	mrna-11127	g102066.t1	mrna-270	mrna-11561
PAC4GC_38576365	EB35930.1	mrna-11160	g102065.t1	mrna-271	mrna-11564
PAC4GC_38577521	EB36162.1	mrna-11132	g102762.t1	mrna-7664	mrna-11531
PAC4GC_38578634	EB36207.1	mrna-11134	g102831.t1	mrna-7662	mrna-11533
PAC4GC_38577292	EB36010.1	mrna-11135	g102633.t1	mrna-7661	mrna-11514
PAC4GC_38578934	EB35738.1	mrna-11070	g102343.t1	mrna-16146	mrna-11619
PAC4GC_38576498	EB35829.1	mrna-11004	g102357.t1	mrna-16145	mrna-11618
PAC4GC_38576745	EB35771.1	mrna-11005	g102358.t1	mrna-16144	mrna-11617
PAC4GC_38578153	EB35765.1	mrna-11006	g102359.t1	mrna-16143	mrna-11616
PAC4GC_38577375	EB36033.1	mrna-11007	g102360.t1	mrna-16142	mrna-11615
PAC4GC_38578564	EB36119.2	mrna-11009	g102374.t1	mrna-16141	mrna-11614
PAC4GC_38577871	EB35879.1	mrna-11010	g102375.t1	mrna-16140	mrna-11613
PAC4GC_38578272	EB35997.1	mrna-11012	g102389.t1	mrna-16138	mrna-11598
PAC4GC_38576402	EB35852.1	transcript-5245	g102394.t1	transcript-39848	mrna-11599
PAC4GC_38577075	EB35801.1	mrna-11128	g102402.t1	transcript-39840	mrna-11602
PAC4GC_38576541	EB36166.1	mrna-11153	g119281.t1	mrna-16132	mrna-11605
PAC4GC_38576431	EB35873.1	mrna-11152	g102413.t1	mrna-16131	mrna-11606
PAC4GC_38578180	EB35939.1	mrna-11137	g102177.t1	mrna-8995	mrna-11486
PAC4GC_38577348	EB42465.1	mrna-11145	g102199.t1	mrna-8993	mrna-11569
PAC4GC_38578707	EB17980.1	mrna-11147	g102221.t1	mrna-8989	mrna-11566
PAC4GC_38577971	EB36117.2	mrna-11149	g102273.t1	mrna-16202	mrna-11538
PAC4GC_38578039	EB35840.1	mrna-12678	g101154.t1	mrna-15596	mrna-11469
PAC4GC_38578748	EB36105.1	mrna-12679	g101185.t1	mrna-15598	mrna-11468
PAC4GC_38578721	EB36111.1	mrna-12681	g101196.t1	mrna-14753	mrna-11467
PAC4GC_38578715	EB35844.1	mrna-11158	g101251.t1	mrna-16365	mrna-11460
PAC4GC_38578858	EB35730.1	mrna-12608	g101403.t2	transcript-40536	mrna-11456
PAC4GC_38576575	EB35877.1	mrna-12609	g101483.t1	mrna-17759	mrna-11455
PAC4GC_38576939	EB36012.1	mrna-12607	g101493.t1	mrna-13103	mrna-11454
PAC4GC_38577723	EB35740.1	mrna-12852	g101883.t1	mrna-16155	mrna-11595
PAC4GC_38576903	EB35883.1	mrna-12701	g101889.t1	mrna-16157	mrna-11559
PAC4GC_38578391	EB35754.1	mrna-12700	g101939.t1	mrna-296	mrna-11551
PAC4GC_38576991	EB36014.1	mrna-12698	g101943.t1	mrna-294	mrna-11589
PAC4GC_38577376	EB35891.3	mrna-12696	g101953.t1	mrna-293	mrna-11587
PAC4GC_38577788	EB36081.1	mrna-12697	g101947.t1	mrna-292	mrna-11588
PAC4GC_38576936	EB36168.1	mrna-12695	g101961.t1	mrna-291	mrna-11608
PAC4GC_38577529	EB36184.1	mrna-12693	g102007.t1	mrna-289	mrna-11611
PAC4GC_38577773	EB35900.1	mrna-12692	g102009.t1	mrna-288	mrna-11612
PAC4GC_38578063	EB36034.1	mrna-12691	g102011.t1	mrna-287	mrna-11519
PAC4GC_38577357	EB35973.1	mrna-12689	g102016.t1	mrna-284	mrna-11517
PAC4GC_38578841	EB36161.1	mrna-12587	g101782.t1	mrna-14555	mrna-11579
PAC4GC_38576400	EB36006.1	mrna-12584	g101791.t1	mrna-14557	mrna-11580
PAC4GC_38578020	EB35901.1	mrna-12583	g101792.t1	mrna-14559	mrna-11581
PAC4GC_38576761	EB35967.1	mrna-12582	g101796.t1	mrna-14561	mrna-11582
PAC4GC_38576726	EB35999.1	mrna-12579	g101800.t1	mrna-14564	mrna-11585
PAC4GC_38577652	EB36197.1	mrna-12601	g101657.t1	mrna-5702	mrna-11447
PAC4GC_38578853	EB35919.2	mrna-12575	g101836.t1	mrna-16148	mrna-11592
PAC4GC_38576793	EB36040.1	mrna-12606	g101494.t1	mrna-13104	mrna-11453
PAC4GC_38576532	EB35626.1	mrna-12603	g101532.t1	mrna-14755	mrna-11450
PAC4GC_38576916	EB35914.3	mrna-12604	g101530.t1	mrna-14756	mrna-11451
PAC4GC_38584543	EB36736.1	mrna-8364	g96267.t1	mrna-9359	mrna-11156
PAC4GC_38585330	EB37016.1	mrna-8363	g96241.t1	mrna-9358	mrna-11157
PAC4GC_38585995	EB37043.1	mrna-8362	g96240.t1	mrna-9357	mrna-11158
PAC4GC_38584362	EB36994.1	mrna-8361	g96239.t1	mrna-9356	mrna-11159
PAC4GC_38585561	EB37023.1	mrna-8360	g96238.t1	mrna-14640	mrna-11160
PAC4GC_38586263	EB37075.1	mrna-8359	g96237.t1	mrna-14639	mrna-11161
PAC4GC_38584539	EB36788.1	mrna-8358	g96236.t1	mrna-14638	mrna-11162
PAC4GC_38583878	EB36656.1	mrna-8367	g96878.t1	mrna-14671	mrna-11399
PAC4GC_38584069	EB36709.1	mrna-2986	g96885.t1	mrna-14672	mrna-11398
PAC4GC_38585194	EB36485.2	mrna-8374	g96501.t1	mrna-9371	mrna-11332
PAC4GC_38585524	EB36469.1	mrna-8373	g96505.t1	mrna-9372	mrna-11331
PAC4GC_38585759	EB36711.2	mrna-8371	g96513.t1	mrna-9374	mrna-11328
PAC4GC_38584685	EB36587.1	mrna-8370	g96514.t1	mrna-9375	mrna-11325
PAC4GC_38584895	EB36897.1	mrna-8369	g96521.t1	mrna-9376	mrna-11326
PAC4GC_38586288	EB36894.1	mrna-8368	g96522.t1	mrna-9377	mrna-11327
PAC4GC_38584375	EB36535.1	mrna-2985	g96523.t1	mrna-9378	mrna-11324
PAC4GC_38584377	EB36495.1	mrna-2983	g96537.t1	mrna-9385	mrna-11322
PAC4GC_38585199	EB36780.1	mrna-2981	g96539.t1	mrna-9388	mrna-11320
PAC4GC_38584988	EB36867.1	mrna-2980	g96546.t1	mrna-9389	mrna-11319
PAC4GC_38585649	EB36801.1	mrna-2979	g96549.t1	mrna-9390	mrna-11318
PAC4GC_38584042	EB36355.1	mrna-2975	g96489.t1	mrna-9395	mrna-11314
PAC4GC_38585448	EB36385.1	mrna-2972	g96559.t1	mrna-9773	mrna-11311
PAC4GC_38585518	EB36925.1	mrna-3172	g95845.t1	mrna-11784	mrna-11241
PAC4GC_38585878	EB36631.1	mrna-3170	g95816.t1	mrna-10435	mrna-11239
PAC4GC_38586226	EB36591.1	mrna-3169	g95812.t1	mrna-10434	mrna-11238
PAC4GC_38586147	EB36684.1	mrna-3167	g95810.t1	mrna-10432	mrna-11199
PAC4GC_38585348	EB36494.1	transcript-1495	g95807.t1	transcript-24560	mrna-11198
PAC4GC_38585489	EB36396.1	mrna-8352	g96901.t1	mrna-14910	mrna-11395
PAC4GC_38584557	EB36725.1	mrna-3198	g96941.t1	mrna-14670	mrna-11387
PAC4GC_38585289	EB36959.1	mrna-3199	g96949.t1	mrna-15799	mrna-11388
PAC4GC_38584717	EB36922.1	mrna-3197	g96998.t1	mrna-15796	mrna-11230
PAC4GC_38585690	EB36401.1	mrna-3196	g97006.t1	mrna-15795	mrna-11231
PAC4GC_38584701	EB36583.1	mrna-3195	g97010.t1	mrna-15793	mrna-11232
PAC4GC_38584984	EB37012.1	mrna-3104	g97362.t1	mrna-7009	mrna-11256
PAC4GC_38585469	EB36470.1	mrna-3105	g97332.t1	mrna-13814	mrna-11254
PAC4GC_38584105	EB36532.1	mrna-3107	g97327.t1	mrna-7002	mrna-11258
PAC4GC_38583870	EB36456.1	mrna-3108	g97326.t1	mrna-7003	mrna-11259
PAC4GC_38585232	EB36919.1	mrna-3109	g97325.t1	mrna-7004	mrna-11260
PAC4GC_38584447	EB37057.1	mrna-3110	g97324.t1	mrna-7005	mrna-11261
PAC4GC_38584853	EB36575.1	mrna-3112	g97318.t1	mrna-7007	mrna-11263
PAC4GC_38584630	EB36724.1	mrna-2989	g97233.t1	mrna-8314	mrna-11345
PAC4GC_38584693	EB36562.1	mrna-3140	g97234.t1	mrna-8315	mrna-11347
PAC4GC_38585071	EB36454.1	mrna-3135	g97251.t1	mrna-9776	mrna-11352
PAC4GC_38584381	EB36710.1	mrna-3133	g97252.t1	mrna-9775	mrna-11201
PAC4GC_38585038	EB37042.1	mrna-3134	g97254.t1	mrna-17035	mrna-11378
PAC4GC_38584000	EB36455.1	mrna-3131	g97259.t1	mrna-17037	mrna-11376
PAC4GC_38585835	EB37065.1	mrna-3130	g97260.t1	mrna-17038	mrna-11375
PAC4GC_38584090	EB36913.1	mrna-3039	g96145.t1	mrna-14889	mrna-11295
